team,player,nname,games,fc_pg,fa_pg,shots_pg,sot_pg,yc_pg
Algeria,Luca Zidane,luca zidane,31,0.0,0.0323,1.0645,0.0,0.0
Algeria,Oussama Benbot,oussama benbot,11,0.0,0.0,0.5455,0.0,0.0909
Algeria,Melvin Mastil,melvin mastil,11,0.0,0.0,0.0,0.0,0.0
Algeria,Aïssa Mandi,aissa mandi,31,0.5484,0.5484,0.4516,0.129,0.2581
Algeria,Ramy Bensebaini,ramy bensebaini,25,1.24,0.64,0.68,0.28,0.24
Algeria,Rayan Aït-Nouri,rayan ait nouri,26,0.6538,0.3846,0.3846,0.0769,0.0769
Algeria,Mohamed Amine Tougai,mohamed amine tougai,5,1.0,1.0,0.6,0.6,0.2
Algeria,Zineddine Belaïd,zineddine belaid,6,0.0,0.1667,1.0,0.1667,0.0
Algeria,Samir Chergui,samir chergui,18,0.7778,0.2222,0.7222,0.2222,0.0556
Algeria,Jaouen Hadjam,jaouen hadjam,7,1.1429,1.0,0.2857,0.0,0.1429
Algeria,Rafik Belghali,rafik belghali,27,0.7407,0.3704,0.7778,0.2222,0.2222
Algeria,Nabil Bentaleb,nabil bentaleb,27,0.5185,0.6667,0.6667,0.2222,0.1111
Algeria,Houssem Aouar,houssem aouar,23,1.0,1.4348,2.087,0.7826,0.1304
Algeria,Hicham Boudaoui,hicham boudaoui,26,0.7308,1.5385,0.8077,0.3462,0.2308
Algeria,Ramiz Zerrouki,ramiz zerrouki,32,1.2812,0.6562,1.0312,0.25,0.0625
Algeria,Farès Chaïbi,fares chaibi,30,0.4667,0.7,1.1667,0.3,0.0667
Algeria,Yassine Titraoui,yassine titraoui,35,0.6286,1.1143,1.5143,0.5714,0.2
Algeria,Ibrahim Maza,ibrahim maza,30,0.6333,1.2,1.8,0.5667,0.0667
Algeria,Riyad Mahrez,riyad mahrez,27,0.4074,0.8519,1.4074,0.3704,0.037
Algeria,Amine Gouiri,amine gouiri,23,0.7391,0.6957,1.6522,0.7391,0.0435
Algeria,Mohamed Amoura,mohamed amoura,30,0.7,0.3667,2.0,0.6333,0.0667
Algeria,Anis Hadj Moussa,anis hadj moussa,30,0.5,1.1667,2.5667,1.0667,0.1333
Algeria,Nadhir Benbouali,nadhir benbouali,6,1.5,0.8333,2.0,0.8333,0.1667
Argentina,Emiliano Martínez,emiliano martinez,34,0.0294,0.0,1.1471,0.0,0.0588
Argentina,Gerónimo Rulli,geronimo rulli,33,0.0,0.0303,1.0303,0.0,0.0909
Argentina,Juan Musso,juan musso,36,0.0,0.0278,0.3611,0.0,0.0556
Argentina,Cristian Romero,cristian romero,24,1.3333,0.6667,0.7083,0.25,0.375
Argentina,Nicolás Otamendi,nicolas otamendi,31,0.7419,1.3226,0.7742,0.1935,0.2258
Argentina,Nicolás Tagliafico,nicolas tagliafico,26,1.3846,1.2692,0.5769,0.0385,0.1538
Argentina,Nahuel Molina,nahuel molina,35,0.4,0.1429,0.4,0.1143,0.1143
Argentina,Gonzalo Montiel,gonzalo montiel,19,0.4211,0.6316,0.8947,0.3684,0.2105
Argentina,Lisandro Martínez,lisandro martinez,19,0.4737,0.1053,0.2632,0.0,0.0
Argentina,Facundo Medina,facundo medina,20,1.2,0.5,0.2,0.05,0.35
Argentina,Leandro Paredes,leandro paredes,15,0.8,1.6667,1.4,0.4667,0.4667
Argentina,Rodrigo De Paul,rodrigo de paul,13,0.6923,2.2308,1.8462,0.7692,0.3077
Argentina,Giovani Lo Celso,giovani lo celso,27,0.3333,1.5556,1.1111,0.4074,0.1481
Argentina,Exequiel Palacios,exequiel palacios,19,0.3158,0.9474,0.5263,0.1053,0.1579
Argentina,Alexis Mac Allister,alexis mac allister,37,0.9459,0.8649,1.4054,0.3243,0.1892
Argentina,Thiago Almada,thiago almada,31,0.4194,0.5161,0.6774,0.3226,0.0645
Argentina,Enzo Fernández,enzo fernandez,36,1.0,1.25,2.0,0.8611,0.2778
Argentina,Valentín Barco,valentin barco,27,0.8889,2.2593,1.0,0.3704,0.1852
Argentina,Lionel Messi,lionel messi,14,0.8571,1.7143,6.0,2.4286,0.1429
Argentina,Nico González,nico gonzalez,24,1.1667,1.0417,1.7917,0.8333,0.1667
Argentina,Lautaro Martínez,lautaro martinez,33,1.4242,1.4242,2.7879,1.1818,0.1212
Argentina,Julián Álvarez,julian alvarez,32,0.4375,0.5625,1.6875,0.8125,0.0625
Argentina,José Manuel López,jose manuel lopez,17,1.6471,2.2353,2.0588,0.8235,0.1176
Argentina,Giuliano Simeone,giuliano simeone,33,0.6364,1.2121,1.0909,0.4242,0.0909
Argentina,Nico Paz,nico paz,36,1.4722,1.1389,3.3611,1.3333,0.1389
Australia,Mathew Ryan,mathew ryan,36,0.0,0.0,1.5556,0.0,0.1111
Australia,Paul Izzo,paul izzo,26,0.0,0.0,1.4231,0.0,0.0385
Australia,Patrick Beach,patrick beach,25,0.0,0.0,1.32,0.0,0.0
Australia,Milos Degenek,milos degenek,1,0.0,0.0,1.0,1.0,0.0
Australia,Jason Geria,jason geria,28,0.1429,0.4286,0.1071,0.0357,0.0
Australia,Aziz Behich,aziz behich,25,0.44,1.0,1.24,0.48,0.2
Australia,Cameron Burgess,cameron burgess,46,0.3043,0.5652,0.5217,0.087,0.1522
Australia,Harry Souttar,harry souttar,5,0.2,0.0,0.4,0.4,0.0
Australia,Jacob Italiano,jacob italiano,25,0.56,1.04,0.8,0.24,0.04
Australia,Kai Trewin,kai trewin,15,1.0,0.5333,0.5333,0.2,0.2
Australia,Jordan Bos,jordan bos,29,0.7241,0.5517,1.3103,0.4828,0.0
Australia,Alessandro Circati,alessandro circati,32,0.9375,0.5625,0.25,0.0312,0.1875
Australia,Lucas Herrington,lucas herrington,15,1.0,0.4667,0.2,0.0667,0.2667
Australia,Jackson Irvine,jackson irvine,26,0.7692,0.4615,0.7308,0.1538,0.0
Australia,Awer Mabil,awer mabil,38,0.7105,0.5526,1.0526,0.3684,0.0789
Australia,Aiden O'Neill,aiden o'neill,11,1.6364,1.0,0.4545,0.0909,0.1818
Australia,Connor Metcalfe,connor metcalfe,26,0.3462,0.0769,0.6154,0.1538,0.0769
Australia,Cameron Devlin,cameron devlin,28,1.5714,2.7143,0.7143,0.1429,0.2143
Australia,Cristian Volpato,cristian volpato,32,0.5938,0.3438,0.6562,0.2188,0.125
Australia,Paul Okon-Engstler,paul okon engstler,27,1.5185,1.5556,0.5556,0.1481,0.3333
Australia,Mathew Leckie,mathew leckie,7,0.7143,1.0,1.4286,0.2857,0.0
Australia,Mohamed Toure,mohamed toure,11,0.4545,0.4545,1.9091,1.2727,0.1818
Australia,Tete Yengi,tete yengi,17,1.1765,0.7647,1.5882,0.5294,0.0588
Australia,Nishan Velupillay,nishan velupillay,22,0.8636,1.1818,2.3636,0.9091,0.0455
Australia,Nestory Irankunda,nestory irankunda,42,0.9524,1.1429,1.5952,0.5714,0.2857
Austria,Alexander Schlager,alexander schlager,31,0.0,0.0,1.2903,0.0,0.129
Austria,Patrick Pentz,patrick pentz,31,0.0,0.0323,1.1613,0.0,0.0
Austria,David Alaba,david alaba,29,0.0345,0.0,0.1379,0.0345,0.0345
Austria,Philipp Lienhart,philipp lienhart,22,0.3182,0.3636,0.3636,0.0909,0.0909
Austria,Marco Friedl,marco friedl,30,0.5667,0.5333,0.2667,0.0667,0.3
Austria,Stefan Posch,stefan posch,16,0.5,0.75,0.6875,0.1875,0.25
Austria,Phillipp Mwene,phillipp mwene,29,0.7931,1.1034,0.3448,0.069,0.1379
Austria,Kevin Danso,kevin danso,34,0.6176,0.3824,0.3235,0.0588,0.2353
Austria,David Affengruber,david affengruber,36,0.9444,0.9722,0.3889,0.1111,0.1944
Austria,Alexander Prass,alexander prass,34,0.7647,0.6176,0.5294,0.3235,0.1176
Austria,Konrad Laimer,konrad laimer,29,1.0,0.3103,0.5862,0.2759,0.3103
Austria,Marcel Sabitzer,marcel sabitzer,29,0.6897,0.5862,0.6897,0.1379,0.1034
Austria,Alessandro Schöpf,alessandro schopf,25,0.8,1.32,1.08,0.36,0.08
Austria,Florian Grillitsch,florian grillitsch,24,0.5833,1.125,0.3333,0.0833,0.125
Austria,Romano Schmid,romano schmid,34,0.5588,0.9118,1.6765,0.6176,0.1176
Austria,Xaver Schlager,xaver schlager,27,0.9259,0.5926,0.7778,0.2593,0.2222
Austria,Carney Chukwuemeka,carney chukwuemeka,31,0.3548,0.4839,0.5806,0.0645,0.0645
Austria,Patrick Wimmer,patrick wimmer,25,1.12,1.32,0.96,0.32,0.16
Austria,Nicolas Seiwald,nicolas seiwald,33,0.5455,0.1818,0.5758,0.2121,0.0606
Austria,Paul Wanner,paul wanner,31,0.7419,0.6774,1.0645,0.4516,0.1613
Austria,Michael Gregoritsch,michael gregoritsch,18,0.2778,0.9444,1.6111,0.5556,0.1111
Austria,Sasa Kalajdzic,sasa kalajdzic,26,0.8846,1.1538,1.8462,0.6538,0.0769
Belgium,Thibaut Courtois,thibaut courtois,32,0.0,0.0312,0.875,0.0,0.0312
Belgium,Senne Lammens,senne lammens,35,0.0,0.0,1.1143,0.0,0.0
Belgium,Mike Penders,mike penders,33,0.0,0.0303,1.4242,0.0,0.0909
Belgium,Thomas Meunier,thomas meunier,25,1.16,0.12,0.72,0.16,0.12
Belgium,Timothy Castagne,timothy castagne,38,0.4737,0.2895,0.3684,0.1579,0.1053
Belgium,Maxim De Cuyper,maxim de cuyper,36,0.5,0.5833,0.3611,0.1667,0.0556
Belgium,Arthur Theate,arthur theate,28,0.5357,0.4643,0.5357,0.25,0.2857
Belgium,Koni De Winter,koni de winter,38,0.7105,0.2105,0.1842,0.0263,0.0263
Belgium,Zeno Debast,zeno debast,18,0.7778,0.2778,0.4444,0.1111,0.1111
Belgium,Nathan Ngoy,nathan ngoy,31,0.6452,0.3548,0.7097,0.1935,0.3226
Belgium,Joaquin Seys,joaquin seys,39,0.5641,0.5641,0.4103,0.1026,0.0769
Belgium,Kevin De Bruyne,kevin de bruyne,18,0.4444,0.3333,1.5,0.6111,0.0556
Belgium,Axel Witsel,axel witsel,33,1.0303,1.1212,0.6061,0.1515,0.0303
Belgium,Youri Tielemans,youri tielemans,25,1.0,1.64,0.96,0.28,0.0
Belgium,Hans Vanaken,hans vanaken,39,0.4615,0.7436,1.4872,0.5385,0.0513
Belgium,Nicolas Raskin,nicolas raskin,33,1.9394,1.5758,1.5152,0.4242,0.2121
Belgium,Amadou Onana,amadou onana,27,0.7407,0.9259,0.7037,0.2593,0.1111
Belgium,Romelu Lukaku,romelu lukaku,9,0.2222,0.0,0.2222,0.1111,0.1111
Belgium,Leandro Trossard,leandro trossard,34,0.3824,1.1471,1.5588,0.4412,0.0588
Belgium,Dodi Lukébakio,dodi lukebakio,19,0.4737,0.5789,1.7895,0.4737,0.0526
Belgium,Alexis Saelemaekers,alexis saelemaekers,35,0.7429,1.8286,1.2286,0.3143,0.1429
Belgium,Jérémy Doku,jeremy doku,31,0.7419,1.9677,1.2581,0.4839,0.0
Belgium,Charles De Ketelaere,charles de ketelaere,33,0.697,1.0909,1.3939,0.4848,0.1212
Belgium,Diego Moreira,diego moreira,27,0.6667,1.0,1.0741,0.4074,0.1481
Belgium,Matias Fernandez-Pardo,matias fernandez pardo,31,0.4839,1.2903,2.1935,0.9677,0.1613
Bosnia-Herzegovina,Nikola Vasilj,nikola vasilj,34,0.0,0.0,1.7647,0.0,0.0
Bosnia-Herzegovina,Mladen Jurkas,mladen jurkas,2,0.0,0.0,2.0,0.0,0.0
Bosnia-Herzegovina,Sead Kolasinac,sead kolasinac,27,0.8148,0.3704,0.1111,0.0,0.1111
Bosnia-Herzegovina,Nikola Katic,nikola katic,26,1.0769,1.1538,1.0769,0.1538,0.1923
Bosnia-Herzegovina,Dennis Hadzikadunic,dennis hadzikadunic,31,1.3226,0.2581,0.4194,0.129,0.129
Bosnia-Herzegovina,Nihad Mujakic,nihad mujakic,15,0.3333,0.6667,0.0667,0.0667,0.0
Bosnia-Herzegovina,Amar Dedic,amar dedic,26,0.6538,0.8077,0.5769,0.0769,0.1154
Bosnia-Herzegovina,Tarik Muharemovic,tarik muharemovic,35,0.6857,0.5714,0.5714,0.1714,0.2
Bosnia-Herzegovina,Nidal Celik,nidal celik,12,1.0833,0.0833,0.0833,0.0833,0.1667
Bosnia-Herzegovina,Ivan Sunjic,ivan sunjic,4,0.0,0.0,0.75,0.75,0.0
Bosnia-Herzegovina,Amir Hadziahmetovic,amir hadziahmetovic,40,0.5,0.675,0.3,0.0,0.025
Bosnia-Herzegovina,Dzenis Burnic,dzenis burnic,32,1.4688,0.625,0.5625,0.0938,0.2812
Bosnia-Herzegovina,Armin Gigovic,armin gigovic,3,1.6667,2.3333,1.3333,0.0,0.0
Bosnia-Herzegovina,Ivan Basic,ivan basic,4,1.25,1.0,1.25,0.5,0.5
Bosnia-Herzegovina,Benjamin Tahirovic,benjamin tahirovic,27,0.7407,0.6296,0.7407,0.1481,0.1852
Bosnia-Herzegovina,Ermin Mahmic,ermin mahmic,1,0.0,0.0,0.0,0.0,0.0
Bosnia-Herzegovina,Edin Dzeko,edin dzeko,11,0.7273,0.7273,3.1818,1.4545,0.0
Bosnia-Herzegovina,Haris Tabakovic,haris tabakovic,32,1.5,0.625,2.0938,0.8438,0.1562
Bosnia-Herzegovina,Ermedin Demirovic,ermedin demirovic,25,1.48,1.04,1.64,0.88,0.2
Bosnia-Herzegovina,Jovo Lukic,jovo lukic,11,1.0,1.5455,1.5455,0.8182,0.3636
Bosnia-Herzegovina,Samed Bazdar,samed bazdar,2,3.0,1.5,2.5,0.0,0.5
Bosnia-Herzegovina,Esmir Bajraktarevic,esmir bajraktarevic,1,0.0,1.0,1.0,1.0,0.0
Bosnia-Herzegovina,Kerim Alajbegovic,kerim alajbegovic,31,0.9355,1.8065,2.8387,1.0968,0.129
Brazil,Ederson,ederson,24,0.0,0.0,1.0,0.0,0.25
Brazil,Alisson Becker,alisson becker,26,0.0,0.0385,1.1923,0.0,0.0385
Brazil,Weverton,weverton,17,0.0588,0.0588,1.1765,0.0,0.0588
Brazil,Alex Sandro,alex sandro,13,1.4615,1.0,0.1538,0.0,0.2308
Brazil,Léo Pereira,leo pereira,14,1.0,0.5714,1.1429,0.2143,0.4286
Brazil,Marquinhos,marquinhos,29,0.2759,0.069,0.1034,0.0,0.0
Brazil,Danilo,danilo,13,0.2308,0.0769,0.0769,0.0,0.0
Brazil,Douglas Santos,douglas santos,23,0.5652,0.6522,1.1304,0.3043,0.0435
Brazil,Gabriel Magalhães,gabriel magalhaes,32,0.6562,1.0625,0.8438,0.2188,0.125
Brazil,Bremer,bremer,27,0.7778,0.3704,0.8519,0.3333,0.1852
Brazil,Roger Ibañez,roger ibanez,28,0.9643,0.75,1.1071,0.3929,0.1071
Brazil,Casemiro,casemiro,34,1.3529,1.0588,1.5294,0.5294,0.2647
Brazil,Fabinho,fabinho,30,1.5333,1.0,0.5,0.2,0.1667
Brazil,Bruno Guimarães,bruno guimaraes,30,1.5,2.5,1.4,0.7667,0.2
Brazil,Lucas Paquetá,lucas paqueta,12,1.5,2.1667,2.1667,0.6667,0.1667
Brazil,Éderson,ederson,33,1.0303,1.2121,1.0606,0.3333,0.0909
Brazil,Danilo Santos,danilo santos,12,0.6667,0.4167,2.3333,1.0,0.0833
Brazil,Neymar,neymar,8,1.5,4.5,2.625,0.875,0.625
Brazil,Raphinha,raphinha,24,0.4167,0.4167,2.7083,1.0,0.2083
Brazil,Vinícius Júnior,vinicius junior,36,1.0556,2.25,2.8056,1.2778,0.2222
Brazil,Matheus Cunha,matheus cunha,34,0.7941,1.5882,2.6471,1.0294,0.1176
Brazil,Gabriel Martinelli,gabriel martinelli,36,0.2778,0.3889,0.8056,0.3611,0.0833
Brazil,Igor Thiago,igor thiago,38,1.9211,0.6842,2.2105,1.1316,0.1842
Brazil,Luiz Henrique,luiz henrique,28,1.25,2.0357,1.8214,0.5,0.0714
Brazil,Endrick,endrick,16,1.3125,1.3125,3.125,1.625,0.1875
Brazil,Rayan,rayan,15,0.6,0.4,1.8667,0.5333,0.0667
Canada,Maxime Crépeau,maxime crepeau,14,0.0,0.0714,2.7143,0.0,0.1429
Canada,Dayne St. Clair,dayne st. clair,15,0.0,0.0667,1.8667,0.0,0.2
Canada,Owen Goodman,owen goodman,25,0.0,0.04,1.48,0.0,0.04
Canada,Richie Laryea,richie laryea,9,1.8889,4.6667,0.3333,0.3333,0.2222
Canada,Alphonso Davies,alphonso davies,13,0.1538,0.3846,0.3077,0.0769,0.0769
Canada,Joel Waterman,joel waterman,14,0.5,0.4286,0.0714,0.0,0.1429
Canada,Derek Cornelius,derek cornelius,7,0.8571,2.1429,0.7143,0.2857,0.2857
Canada,Alfie Jones,alfie jones,22,0.7727,0.2727,0.3182,0.0909,0.1364
Canada,Alistair Johnston,alistair johnston,7,0.8571,0.5714,0.5714,0.0,0.2857
Canada,Moïse Bombito,moise bombito,3,1.0,0.3333,0.0,0.0,0.3333
Canada,Luc de Fougerolles,luc de fougerolles,1,3.0,1.0,0.0,0.0,1.0
Canada,Jonathan Osorio,jonathan osorio,14,1.1429,1.4286,0.4286,0.0,0.3571
Canada,Stephen Eustáquio,stephen eustaquio,10,0.8,0.6,0.6,0.2,0.0
Canada,Mathieu Choinière,mathieu choiniere,15,0.6,0.4,0.6667,0.2,0.0
Canada,Nathan Saliba,nathan saliba,34,1.4412,0.5294,1.7353,0.4412,0.3529
Canada,Ismaël Koné,ismael kone,36,0.6944,1.5,0.6389,0.2778,0.0833
Canada,Ali Ahmed,ali ahmed,19,0.5789,1.5263,1.2105,0.4211,0.0526
Canada,Cyle Larin,cyle larin,18,1.1111,0.6111,1.5,0.8333,0.2222
Canada,Liam Millar,liam millar,37,0.2703,0.7838,1.3784,0.2973,0.0811
Canada,Jonathan David,jonathan david,38,0.7895,0.6842,1.0789,0.4211,0.0
Canada,Jayden Nelson,jayden nelson,11,1.0,1.0909,0.6364,0.1818,0.1818
Canada,Tajon Buchanan,tajon buchanan,36,0.5,1.0,0.75,0.3056,0.2222
Canada,Jacob Shaffelburg,jacob shaffelburg,7,0.2857,0.5714,0.7143,0.1429,0.0
Canada,Tani Oluwaseyi,tani oluwaseyi,36,0.3056,0.2222,0.4444,0.1944,0.0278
Canada,Promise David,promise david,24,1.2083,0.75,2.9167,1.0833,0.0417
Cape Verde,CJ dos Santos,cj dos santos,10,0.0,0.0,0.5,0.0,0.0
Cape Verde,Stopira,stopira,2,1.5,1.0,1.5,0.0,0.0
Cape Verde,Steven Moreira,steven moreira,14,0.6429,0.2857,0.6429,0.1429,0.0714
Cape Verde,Logan Costa,logan costa,6,0.1667,0.0,0.0,0.0,0.0
Cape Verde,Sidny Lopes Cabral,sidny lopes cabral,12,0.6667,0.6667,1.4167,0.3333,0.0833
Cape Verde,Wagner Pina,wagner pina,31,0.9032,1.0323,0.3548,0.129,0.129
Cape Verde,Laros Duarte,laros duarte,2,0.0,1.5,0.0,0.0,0.5
Cape Verde,Jamiro Monteiro,jamiro monteiro,21,0.7619,1.9048,0.9524,0.1429,0.0
Cape Verde,Deroy Duarte,deroy duarte,9,1.5556,0.4444,0.6667,0.0,0.0
Cape Verde,Telmo Arcanjo,telmo arcanjo,32,0.5,1.0938,0.8438,0.2812,0.0
Cape Verde,Kevin Pina,kevin pina,29,0.8276,0.3448,1.0345,0.2414,0.1724
Cape Verde,Ryan Mendes,ryan mendes,23,0.0,0.0,0.1739,0.1739,0.2174
Cape Verde,Garry Rodrigues,garry rodrigues,6,0.0,0.0,0.6667,0.6667,0.0
Cape Verde,Nuno da Costa,nuno da costa,33,0.6061,0.6364,0.8485,0.1818,0.0909
Cape Verde,Jovane Cabral,jovane cabral,27,1.5926,2.1111,2.037,0.8519,0.1852
Cape Verde,Willy Semedo,willy semedo,10,0.0,0.0,1.1,1.1,0.0
Cape Verde,Dailon Livramento,dailon livramento,28,0.6071,0.2857,0.7857,0.25,0.0714
Colombia,David Ospina,david ospina,15,0.0,0.0,0.4,0.0,0.0
Colombia,Álvaro Montero,alvaro montero,17,0.0,0.0,0.7647,0.0,0.0
Colombia,Camilo Vargas,camilo vargas,33,0.0303,0.0,1.5758,0.0,0.0606
Colombia,Daniel Muñoz,daniel munoz,29,1.2069,0.6207,0.931,0.4483,0.2414
Colombia,Santiago Arias,santiago arias,8,0.75,0.125,0.625,0.375,0.375
Colombia,Johan Mojica,johan mojica,36,0.8056,0.8333,0.4722,0.0556,0.1667
Colombia,Yerry Mina,yerry mina,29,0.8966,1.2759,0.3793,0.1034,0.1034
Colombia,Davinson Sánchez,davinson sanchez,32,1.1875,0.9062,0.4688,0.0938,0.1875
Colombia,Jhon Lucumí,jhon lucumi,33,0.697,0.5758,0.2424,0.0606,0.1515
Colombia,James Rodríguez,james rodriguez,8,0.25,0.375,1.125,0.375,0.0
Colombia,Juan Fernando Quintero,juan fernando quintero,16,0.0,0.4375,1.875,0.875,0.0
Colombia,Jefferson Lerma,jefferson lerma,35,0.7143,0.7143,0.5429,0.2,0.2
Colombia,Jorge Carrascal,jorge carrascal,13,0.6154,0.9231,1.4615,0.4615,0.0769
Colombia,Jhon Arias,jhon arias,13,1.1538,1.1538,1.6923,0.6923,0.3077
Colombia,Jáminton Campaz,jaminton campaz,12,0.8333,1.1667,2.5833,1.1667,0.0
Colombia,Richard Ríos,richard rios,27,1.8519,2.4074,2.2222,0.5926,0.3333
Colombia,Kevin Castaño,kevin castano,13,0.3077,0.1538,0.0769,0.0,0.0
Colombia,Gustavo Puerta,gustavo puerta,32,2.2188,1.9688,1.0312,0.3125,0.4062
Colombia,Jhon Córdoba,jhon cordoba,12,1.5833,1.1667,1.3333,0.6667,0.1667
Colombia,Luis Díaz,luis diaz,32,1.0938,1.1875,2.75,1.1562,0.1562
Colombia,Andrés Gómez,andres gomez,16,1.375,1.75,3.625,1.0625,0.375
Colombia,Cucho Hernández,cucho hernandez,32,0.6875,1.1875,2.7812,0.8438,0.1562
Congo DR,Lionel Mpasi,lionel mpasi,32,0.0,0.0,0.0625,0.0,0.0625
Congo DR,Timothy Fayulu,timothy fayulu,7,0.0,0.0,0.7143,0.0,0.0
Congo DR,Matthieu Epolo,matthieu epolo,30,0.0,0.0,1.1667,0.0,0.0333
Congo DR,Arthur Masuaku,arthur masuaku,9,0.2222,0.1111,0.1111,0.1111,0.1111
Congo DR,Chancel Mbemba,chancel mbemba,29,0.3448,0.2069,0.2414,0.1034,0.1034
Congo DR,Joris Kayembe,joris kayembe,30,0.7333,0.6333,0.4333,0.0667,0.1667
Congo DR,Aaron Wan-Bissaka,aaron wan bissaka,31,0.7419,0.3871,0.0,0.0,0.129
Congo DR,Dylan Batubinsika,dylan batubinsika,16,0.875,0.875,0.25,0.0625,0.125
Congo DR,Gaël Kakuta,gael kakuta,14,0.2143,0.4286,0.7143,0.1429,0.0
Congo DR,Aaron Tshibola,aaron tshibola,14,1.5714,1.2143,1.0,0.2857,0.2143
Congo DR,Théo Bongonda,theo bongonda,11,0.0,0.0,0.0909,0.0,0.0
Congo DR,Charles Pickel,charles pickel,31,0.4839,0.0645,0.3226,0.129,0.0645
Congo DR,Samuel Moutoussamy,samuel moutoussamy,29,0.8621,0.4828,0.6897,0.2414,0.1379
Congo DR,Edo Kayembe,edo kayembe,39,0.6154,0.3333,1.4359,0.3077,0.1026
Congo DR,Noah Sadiki,noah sadiki,33,0.9697,1.2121,0.5455,0.1515,0.2727
Congo DR,Ngal'ayel Mukau,ngal'ayel mukau,31,0.871,0.7419,0.6452,0.1613,0.0968
Congo DR,Cédric Bakambu,cedric bakambu,31,0.3548,0.2903,0.6774,0.2903,0.0323
Congo DR,Yoane Wissa,yoane wissa,23,0.2609,0.087,0.5652,0.2174,0.1304
Congo DR,Simon Banza,simon banza,1,2.0,1.0,0.0,0.0,0.0
Congo DR,Meschack Elia,meschack elia,25,0.52,0.36,0.56,0.36,0.04
Congo DR,Nathanaël Mbuku,nathanael mbuku,30,1.3333,2.0333,1.3667,0.4667,0.1667
Congo DR,Fiston Mayele,fiston mayele,7,0.7143,0.2857,2.4286,0.8571,0.1429
Congo DR,Brian Cipenga,brian cipenga,32,0.75,0.875,1.5938,0.6875,0.0312
Croatia,Dominik Kotarski,dominik kotarski,33,0.0303,0.0,1.2424,0.0,0.0606
Croatia,Ivor Pandur,ivor pandur,49,0.0,0.0204,1.3265,0.0,0.1633
Croatia,Duje Caleta-Car,duje caleta car,36,0.8333,0.2222,0.3611,0.0833,0.1667
Croatia,Martin Erlic,martin erlic,27,0.8519,0.5185,0.4074,0.1481,0.1481
Croatia,Marin Pongracic,marin pongracic,36,1.9167,0.5833,0.2222,0.0278,0.3333
Croatia,Josip Stanisic,josip stanisic,27,0.2963,0.4074,0.2593,0.1481,0.037
Croatia,Josko Gvardiol,josko gvardiol,20,0.8,0.35,0.85,0.3,0.1
Croatia,Josip Sutalo,josip sutalo,27,0.2963,0.2963,0.1111,0.0,0.037
Croatia,Luka Vuskovic,luka vuskovic,29,1.0,1.1034,1.1034,0.3448,0.2069
Croatia,Luka Modric,luka modric,36,0.6389,0.9167,0.5556,0.2222,0.1111
