team,player,nname,games,fc_pg,fa_pg,shots_pg,sot_pg,yc_pg
Croatia,Mateo Kovacic,mateo kovacic,12,0.0,0.1667,0.1667,0.0,0.0
Croatia,Mario Pasalic,mario pasalic,37,0.5946,0.1622,0.6486,0.1622,0.0811
Croatia,Nikola Vlasic,nikola vlasic,37,1.1892,1.2162,1.3243,0.4595,0.1892
Croatia,Nikola Moro,nikola moro,38,0.4737,0.4474,0.5789,0.0789,0.0263
Croatia,Kristijan Jakic,kristijan jakic,28,0.6071,0.6071,0.6429,0.2143,0.1786
Croatia,Luka Sucic,luka sucic,35,0.3143,0.1714,0.6571,0.2,0.0286
Croatia,Martin Baturina,martin baturina,37,0.4054,1.1892,0.7568,0.2432,0.0
Croatia,Petar Sucic,petar sucic,37,0.8108,0.6757,0.5946,0.1622,0.1351
Croatia,Ivan Perisic,ivan perisic,31,0.871,0.2258,1.7419,0.6129,0.1613
Croatia,Andrej Kramaric,andrej kramaric,34,0.1471,0.4118,1.8824,0.9706,0.0588
Croatia,Ante Budimir,ante budimir,37,1.4054,1.0,2.7838,1.1081,0.1081
Croatia,Petar Musa,petar musa,13,1.6154,0.3846,3.8462,1.6923,0.0769
Croatia,Igor Matanovic,igor matanovic,32,1.3438,0.6875,1.625,0.625,0.0
Croatia,Marco Pasalic,marco pasalic,10,0.8,0.7,1.2,0.4,0.3
Curaçao,Eloy Room,eloy room,3,0.0,0.0,3.3333,0.0,0.0
Curaçao,Trevor Doornbusch,trevor doornbusch,36,0.0,0.0,0.0,0.0,0.0
Curaçao,Tyrick Bodak,tyrick bodak,31,0.0,0.0,0.0,0.0,0.0
Curaçao,Joshua Brenet,joshua brenet,3,0.3333,0.0,0.3333,0.0,0.0
Curaçao,Riechedly Bazoer,riechedly bazoer,3,0.0,1.0,0.0,0.0,0.0
Curaçao,Sherel Floranus,sherel floranus,32,0.7188,0.4375,0.2188,0.0938,0.1562
Curaçao,Armando Obispo,armando obispo,33,0.1818,0.1212,0.3333,0.1818,0.0303
Curaçao,Juriën Gaari,jurien gaari,3,1.3333,0.3333,0.0,0.0,0.0
Curaçao,Roshon van Eijma,roshon van eijma,30,1.0,0.5,0.2667,0.1333,0.1
Curaçao,Shurandy Sambo,shurandy sambo,30,0.6,0.2667,0.2,0.0333,0.2
Curaçao,Livano Comenencia,livano comenencia,3,0.3333,0.3333,0.0,0.0,0.0
Curaçao,Deveron Fonville,deveron fonville,29,0.4828,0.4483,0.1724,0.0,0.1034
Curaçao,Leandro Bacuna,leandro bacuna,3,1.6667,1.3333,0.6667,0.3333,0.0
Curaçao,Kevin Felida,kevin felida,34,0.9706,2.3824,1.0294,0.3824,0.1176
Curaçao,Godfried Roemeratoe,godfried roemeratoe,34,0.7941,0.5,0.5,0.0588,0.1765
Curaçao,Tahith Chong,tahith chong,3,0.3333,3.3333,1.0,0.6667,0.3333
Curaçao,Ar'jany Martha,ar'jany martha,3,0.0,0.3333,0.3333,0.3333,0.0
Curaçao,Tyrese Noslin,tyrese noslin,34,1.0294,1.4118,1.1471,0.5,0.1471
Curaçao,Jürgen Locadia,jurgen locadia,1,2.0,0.0,0.0,0.0,0.0
Curaçao,Gervane Kastaneer,gervane kastaneer,3,0.6667,2.0,0.3333,0.0,0.3333
Curaçao,Kenji Gorré,kenji gorre,3,0.3333,0.3333,0.0,0.0,0.0
Curaçao,Sontje Hansen,sontje hansen,3,0.0,0.3333,0.3333,0.0,0.0
Curaçao,Jearl Margaritha,jearl margaritha,3,0.0,0.3333,0.6667,0.0,0.0
Curaçao,Jeremy Antonisse,jeremy antonisse,3,1.0,0.0,1.0,0.6667,0.3333
Czechia,Jindrich Stanek,jindrich stanek,8,0.0,0.0,2.0,0.0,0.0
Czechia,Matej Kovár,matej kovar,32,0.0,0.0312,1.2812,0.0,0.0
Czechia,Lukás Hornícek,lukas hornicek,33,0.0,0.0,1.0,0.0,0.1212
Czechia,Ladislav Krejcí,ladislav krejci,30,1.1,0.2333,0.7,0.3333,0.1
Czechia,Vladimír Coufal,vladimir coufal,34,0.9706,1.2353,0.7353,0.1765,0.1176
Czechia,Tomás Holes,tomas holes,4,0.25,0.25,0.25,0.0,0.0
Czechia,David Zima,david zima,8,1.5,0.875,0.25,0.125,0.25
Czechia,Robin Hranác,robin hranac,32,0.8125,0.3125,0.25,0.0938,0.1562
Czechia,Stepán Chaloupek,stepan chaloupek,8,1.0,0.75,0.375,0.125,0.125
Czechia,Vladimír Darida,vladimir darida,30,0.9667,1.3333,0.9333,0.3667,0.1667
Czechia,Tomás Soucek,tomas soucek,35,1.0571,0.6286,0.7429,0.4,0.0857
Czechia,Michal Sadílek,michal sadilek,8,1.0,1.25,1.0,0.25,0.0
Czechia,Lukás Provod,lukas provod,8,1.25,1.375,2.5,0.625,0.125
Czechia,Pavel Sulc,pavel sulc,28,1.0,0.5357,1.5714,0.6429,0.1071
Czechia,David Doudera,david doudera,7,0.8571,0.8571,0.5714,0.2857,0.1429
Czechia,Patrik Schick,patrik schick,28,0.7857,0.7143,2.5714,1.2143,0.0714
Czechia,Tomás Chorý,tomas chory,8,1.5,0.375,1.75,0.5,0.125
Czechia,Adam Hlozek,adam hlozek,6,0.0,0.1667,0.5,0.1667,0.0
Czechia,Mojmír Chytil,mojmir chytil,8,0.375,0.375,0.5,0.25,0.125
Ecuador,Gonzalo Valle,gonzalo valle,14,0.0,0.0,0.9286,0.0,0.1429
Ecuador,Hernán Galíndez,hernan galindez,17,0.0,0.0,0.9412,0.0,0.0
Ecuador,Moisés Ramírez,moises ramirez,33,0.0,0.0,1.1212,0.0,0.2424
Ecuador,Pervis Estupiñán,pervis estupinan,33,0.4848,0.2424,0.2727,0.0303,0.1515
Ecuador,Félix Torres,felix torres,14,0.8571,0.3571,0.6429,0.1429,0.2143
Ecuador,Ángelo Preciado,angelo preciado,14,0.5714,0.7857,0.2857,0.0,0.0714
Ecuador,Jackson Porozo,jackson porozo,35,1.0,0.9143,0.4571,0.0857,0.2571
Ecuador,Willian Pacho,willian pacho,31,0.1935,0.2258,0.2581,0.0323,0.0
Ecuador,Piero Hincapié,piero hincapie,30,0.6,0.4667,0.1,0.0667,0.0667
Ecuador,Yaimar Medina,yaimar medina,34,0.5,0.8824,0.7941,0.3235,0.1176
Ecuador,Joel Ordóñez,joel ordonez,34,1.0882,0.5,0.4706,0.1176,0.1176
Ecuador,Alan Franco,alan franco,16,1.5625,0.25,0.3125,0.125,0.1875
Ecuador,Jordy Alcívar,jordy alcivar,12,0.25,0.3333,0.6667,0.0833,0.0833
Ecuador,Moisés Caicedo,moises caicedo,34,1.5882,1.6176,0.7941,0.2059,0.3235
Ecuador,Denil Castillo,denil castillo,27,1.2593,1.5185,0.7778,0.3704,0.1852
Ecuador,Kendry Páez,kendry paez,14,0.2143,0.2857,0.7143,0.4286,0.0714
Ecuador,Enner Valencia,enner valencia,23,1.087,0.9565,2.3043,0.8696,0.0435
Ecuador,Jordy Caicedo,jordy caicedo,17,2.4118,0.7647,1.9412,1.0,0.4706
Ecuador,Gonzalo Plata,gonzalo plata,14,0.5714,0.7857,1.5714,0.8571,0.0714
Ecuador,Anthony Valencia,anthony valencia,27,0.5926,0.6667,1.0741,0.4444,0.1111
Ecuador,Nilson Angulo,nilson angulo,8,1.375,0.375,0.875,0.375,0.125
Ecuador,Alan Minda,alan minda,13,0.1538,0.4615,0.7692,0.3846,0.0
Ecuador,Jeremy Arévalo,jeremy arevalo,9,0.0,0.3333,0.3333,0.1111,0.0
Egypt,Mohamed Alaa,mohamed alaa,1,0.0,0.0,0.0,0.0,0.0
Egypt,Ramy Rabia,ramy rabia,3,0.3333,0.3333,0.6667,0.3333,0.3333
Egypt,Mohamed Abdelmoneim,mohamed abdelmoneim,1,0.0,0.0,0.0,0.0,0.0
Egypt,Tarek Alaa,tarek alaa,1,0.0,0.0,0.0,0.0,0.0
Egypt,Nabil Donga,nabil donga,12,1.0833,1.25,0.5,0.0,0.25
Egypt,Mohanad Lashin,mohanad lashin,6,0.5,0.5,0.3333,0.0,0.0
Egypt,Mostafa Zico,mostafa zico,8,0.5,0.125,1.0,0.375,0.0
Egypt,Mohamed Salah,mohamed salah,29,0.3448,0.5517,2.3448,0.6552,0.0345
Egypt,Haissem Hassan,haissem hassan,38,0.3158,0.6579,0.8947,0.2105,0.0263
Egypt,Ibrahim Adel,ibrahim adel,13,1.1538,1.0769,2.3077,1.0769,0.1538
Egypt,Omar Marmoush,omar marmoush,28,0.3571,0.75,1.0714,0.3214,0.1071
England,Jordan Pickford,jordan pickford,38,0.0,0.0263,1.3158,0.0,0.1053
England,Dean Henderson,dean henderson,37,0.0,0.0541,1.3784,0.0,0.1351
England,James Trafford,james trafford,38,0.0,0.0,0.1579,0.0,0.0
England,John Stones,john stones,24,0.0,0.0,0.0,0.0,0.0
England,Reece James,reece james,32,0.8438,0.6875,0.6875,0.2188,0.125
England,Dan Burn,dan burn,31,1.1613,0.4194,0.3226,0.0968,0.2903
England,Ezri Konsa,ezri konsa,36,0.3056,1.1111,0.3056,0.0556,0.0
England,Marc Guéhi,marc guehi,16,0.6875,1.25,1.125,0.3125,0.125
England,Djed Spence,djed spence,34,0.8235,0.6176,0.3824,0.2353,0.1176
England,Jarell Quansah,jarell quansah,30,0.6,0.7,0.6,0.2667,0.3
England,Tino Livramento,tino livramento,17,0.4118,0.9412,0.1765,0.0,0.0588
England,Nico O'Reilly,nico o'reilly,35,1.2857,0.5143,1.1714,0.4286,0.1429
England,Jordan Henderson,jordan henderson,33,0.3939,0.2121,0.1818,0.0303,0.1818
England,Declan Rice,declan rice,37,0.7027,0.2973,1.0811,0.3514,0.0811
England,Elliot Anderson,elliot anderson,38,1.5,2.1053,1.1579,0.2632,0.2105
England,Eberechi Eze,eberechi eze,36,0.3889,1.0833,1.5833,0.5,0.0278
England,Morgan Rogers,morgan rogers,37,1.2432,1.3243,2.2703,0.8649,0.1892
England,Jude Bellingham,jude bellingham,28,1.1786,1.9643,1.8214,0.9286,0.1071
England,Kobbie Mainoo,kobbie mainoo,32,0.4062,0.6875,0.4062,0.0938,0.0625
England,Harry Kane,harry kane,32,0.7812,1.0,3.7188,2.0938,0.0312
England,Ivan Toney,ivan toney,32,1.1562,1.2188,2.9062,1.5312,0.125
England,Ollie Watkins,ollie watkins,37,0.9459,0.8649,2.2432,1.027,0.1081
England,Marcus Rashford,marcus rashford,36,0.2778,0.6944,2.1111,0.8056,0.0833
England,Anthony Gordon,anthony gordon,30,0.4333,1.3333,1.6,0.6667,0.1
England,Bukayo Saka,bukayo saka,33,1.0,1.6364,2.1515,0.8182,0.0606
England,Noni Madueke,noni madueke,32,0.4688,0.4688,0.8125,0.3125,0.0
France,Brice Samba,brice samba,32,0.0,0.0312,1.375,0.0,0.1562
France,Mike Maignan,mike maignan,37,0.0,0.0,0.9459,0.0,0.1081
France,Robin Risser,robin risser,34,0.0294,0.0,1.0294,0.0,0.0588
France,Lucas Digne,lucas digne,38,0.3684,0.3158,0.3684,0.1316,0.0789
France,Lucas Hernández,lucas hernandez,34,0.6471,0.5588,0.3235,0.0882,0.1176
France,Dayot Upamecano,dayot upamecano,31,0.4839,0.1613,0.2581,0.0645,0.129
France,Jules Koundé,jules kounde,33,0.697,0.7273,0.4242,0.1212,0.1818
France,Theo Hernández,theo hernandez,31,0.871,1.7097,1.6774,0.5161,0.2258
France,Ibrahima Konaté,ibrahima konate,37,0.8919,1.1081,0.3243,0.1081,0.1892
France,Maxence Lacroix,maxence lacroix,36,0.9444,0.5278,0.6667,0.1944,0.1111
France,William Saliba,william saliba,31,0.7097,0.5161,0.1613,0.0323,0.0645
France,Malo Gusto,malo gusto,35,0.5714,0.5714,0.3429,0.1714,0.0857
France,N'Golo Kanté,n'golo kante,14,1.1429,0.5,0.5714,0.1429,0.2143
France,Adrien Rabiot,adrien rabiot,29,1.2069,1.8966,1.5862,0.4138,0.1379
France,Aurélien Tchouaméni,aurelien tchouameni,34,0.9118,0.7941,1.3235,0.2059,0.2353
France,Manu Koné,manu kone,29,1.6207,1.8276,0.7241,0.1724,0.069
France,Michael Olise,michael olise,33,0.9697,1.7576,3.0606,1.5152,0.2424
France,Rayan Cherki,rayan cherki,34,0.5,1.0,1.6176,0.3824,0.0294
France,Maghnes Akliouche,maghnes akliouche,32,0.9062,1.125,1.5,0.5938,0.0938
France,Warren Zaïre-Emery,warren zaire emery,32,1.0312,0.5312,0.5938,0.2188,0.0938
France,Ousmane Dembélé,ousmane dembele,24,0.125,0.1667,1.875,0.75,0.0
France,Kylian Mbappé,kylian mbappe,32,0.4062,1.125,4.5625,1.9688,0.125
France,Jean-Philippe Mateta,jean philippe mateta,32,0.6562,0.5938,1.9688,1.0,0.0625
France,Bradley Barcola,bradley barcola,31,0.6452,0.3226,2.1613,1.0,0.0645
France,Désiré Doué,desire doue,25,0.96,1.12,2.2,0.76,0.0
Germany,Manuel Neuer,manuel neuer,29,0.0,0.0,0.6897,0.0,0.0
Germany,Oliver Baumann,oliver baumann,34,0.0,0.0294,1.5294,0.0,0.0882
Germany,Alexander Nübel,alexander nubel,34,0.0294,0.0294,1.4412,0.0,0.0
Germany,Nathaniel Brown,nathaniel brown,33,0.8182,1.0,0.5455,0.2727,0.0909
Germany,Antonio Rüdiger,antonio rudiger,23,0.4783,0.087,0.5652,0.0435,0.0
Germany,Jonathan Tah,jonathan tah,33,0.7879,0.1818,0.2424,0.1515,0.2121
Germany,Waldemar Anton,waldemar anton,32,0.8438,0.5,0.5,0.1875,0.0938
Germany,David Raum,david raum,31,0.9355,0.5484,0.7742,0.2581,0.1935
Germany,Nico Schlotterbeck,nico schlotterbeck,28,1.0714,0.9643,1.1429,0.3214,0.2857
Germany,Malick Thiaw,malick thiaw,38,0.6316,0.2895,0.7368,0.3684,0.1053
Germany,Pascal Gross,pascal gross,19,0.8947,0.6316,0.9474,0.4737,0.1053
Germany,Leon Goretzka,leon goretzka,34,0.4412,0.4706,1.0294,0.3235,0.1176
Germany,Joshua Kimmich,joshua kimmich,30,0.2667,0.7,0.9333,0.3333,0.1333
Germany,Nadiem Amiri,nadiem amiri,26,0.7692,1.0,2.1154,0.8846,0.2308
Germany,Felix Nmecha,felix nmecha,29,0.9655,0.7586,1.1379,0.2414,0.0
Germany,Angelo Stiller,angelo stiller,34,0.5294,1.2941,0.5,0.2353,0.0294
Germany,Florian Wirtz,florian wirtz,34,0.6471,0.5588,1.5,0.5294,0.0294
Germany,Jamal Musiala,jamal musiala,15,0.3333,1.2,2.0,0.6,0.0667
Germany,Aleksandar Pavlovic,aleksandar pavlovic,32,0.5938,0.3125,0.3125,0.1562,0.0625
Germany,Assan Ouédraogo,assan ouedraogo,19,0.2105,1.1579,1.4211,0.6842,0.0
Germany,Leroy Sané,leroy sane,29,0.9655,0.6207,1.7241,0.5172,0.0345
Germany,Kai Havertz,kai havertz,14,0.5714,0.5714,1.2857,0.2857,0.0714
Germany,Deniz Undav,deniz undav,29,1.1034,0.7931,4.2069,1.5862,0.1724
Germany,Maximilian Beier,maximilian beier,33,0.9394,0.7273,1.5152,0.6061,0.0909
Germany,Jamie Leweling,jamie leweling,32,0.5312,1.375,1.5312,0.5625,0.125
Germany,Nick Woltemade,nick woltemade,34,0.5882,0.5882,0.9412,0.3824,0.0
Ghana,Lawrence Ati Zigi,lawrence ati zigi,4,0.0,0.0,1.25,0.0,0.0
Ghana,Baba Rahman,baba rahman,32,0.75,0.6562,0.4375,0.125,0.0938
Ghana,Derrick Luckassen,derrick luckassen,4,0.0,0.0,1.0,1.0,0.0
Ghana,Abdul Mumin,abdul mumin,10,0.2,0.1,0.0,0.0,0.0
Ghana,Jerome Opoku,jerome opoku,32,1.7188,1.25,0.5,0.0625,0.3125
Ghana,Gideon Mensah,gideon mensah,32,1.1562,1.0625,0.0312,0.0,0.25
Ghana,Alidu Seidu,alidu seidu,32,0.5,0.9688,0.1562,0.0312,0.0312
Ghana,Marvin Senaya,marvin senaya,30,0.8667,1.0667,0.5,0.1667,0.1667
Ghana,Jonas Adjetey,jonas adjetey,9,0.4444,0.0,0.3333,0.0,0.1111
Ghana,Kojo Peprah Oppong,kojo peprah oppong,32,0.9688,0.9375,0.3438,0.0938,0.125
Ghana,Thomas Partey,thomas partey,29,0.3793,0.2069,0.3793,0.069,0.0345
Ghana,Elisha Owusu,elisha owusu,29,1.6897,0.7586,0.2414,0.0,0.2414
Ghana,Kwasi Sibo,kwasi sibo,36,0.8333,0.1111,0.25,0.0556,0.0833
Ghana,Augustine Boakye,augustine boakye,31,1.8387,1.1935,1.8065,0.5806,0.3871
Ghana,Caleb Yirenkyi,caleb yirenkyi,30,1.6,1.3,0.6667,0.2333,0.3
Ghana,Jordan Ayew,jordan ayew,45,1.0889,1.2889,1.0444,0.4222,0.1111
Ghana,Iñaki Williams,inaki williams,30,0.9333,0.7667,1.9,0.6667,0.0667
Ghana,Brandon Thomas-Asante,brandon thomas asante,32,0.6875,0.9688,1.9688,0.8125,0.0
Ghana,Antoine Semenyo,antoine semenyo,18,1.1667,0.3889,2.0,0.8889,0.0556
Ghana,Kamaldeen Sulemana,kamaldeen sulemana,35,0.3714,0.4,0.7143,0.2857,0.1143
Ghana,Fatawu Issahaku,fatawu issahaku,44,1.2273,1.7045,2.5455,0.6364,0.1818
Ghana,Ernest Nuamah,ernest nuamah,3,0.0,0.0,0.6667,0.0,0.0
Ghana,Christopher Bonsu Baah,christopher bonsu baah,32,1.4375,1.625,0.9375,0.3438,0.1562
Haiti,Johny Placide,johny placide,25,0.04,0.04,0.96,0.0,0.08
Haiti,Josué Duverger,josue duverger,1,0.0,0.0,0.0,0.0,0.0
Haiti,Ricardo Adé,ricardo ade,11,0.8182,0.4545,0.2727,0.1818,0.2727
Haiti,Carlens Arcus,carlens arcus,28,1.1786,0.5714,0.3214,0.0357,0.25
Haiti,Markhus Lacroix,markhus lacroix,1,1.0,0.0,0.0,0.0,0.0
Haiti,Jean-Kévin Duverne,jean kevin duverne,28,0.3929,0.1429,0.1429,0.1071,0.1786
Haiti,Martin Expérience,martin experience,22,0.6818,0.4091,0.5455,0.1364,0.1818
Haiti,Keeto Thermoncy,keeto thermoncy,1,0.0,0.0,0.0,0.0,0.0
Haiti,Jean-Ricner Bellegarde,jean ricner bellegarde,28,0.7143,1.4643,0.75,0.25,0.1786
Haiti,Carl Sainté,carl sainte,6,0.6667,0.5,0.3333,0.0,0.1667
Haiti,Danley Jean Jacques,danley jean jacques,14,1.1429,0.7143,1.0,0.1429,0.3571
Haiti,Dominique Simon,dominique simon,2,0.0,0.0,0.0,0.0,0.0
Haiti,Woodensky Pierre,woodensky pierre,2,0.5,0.0,0.5,0.0,0.0
Haiti,Duckens Nazon,duckens nazon,7,0.2857,0.0,0.5714,0.4286,0.1429
Haiti,Derrick Etienne Jr.,derrick etienne jr.,14,0.6429,0.6429,0.7857,0.5,0.0
Haiti,Frantzdy Pierrot,frantzdy pierrot,14,0.0714,0.2143,0.3571,0.0714,0.0
Haiti,Wilson Isidor,wilson isidor,36,0.3889,0.1944,1.1944,0.4722,0.0278
Haiti,Louicius Deedson,louicius deedson,10,0.4,0.1,0.6,0.1,0.0
Haiti,Josué Casimir,josue casimir,32,1.0625,1.0,0.6875,0.375,0.125
Haiti,Ruben Providence,ruben providence,30,0.4333,0.3667,0.6,0.2,0.0
Iran,Hossein Hosseini,hossein hosseini,6,0.0,0.0,0.8333,0.0,0.0
Iran,Alireza Beiranvand,alireza beiranvand,9,0.0,0.1111,0.4444,0.0,0.0
Iran,Shoja Khalilzadeh,shoja khalilzadeh,9,1.3333,0.5556,0.6667,0.2222,0.3333
Iran,Ehsan Hajsafi,ehsan hajsafi,6,0.0,0.5,1.0,0.1667,0.0
Iran,Ramin Rezaeian,ramin rezaeian,5,1.0,0.4,0.4,0.0,0.2
Iran,Saleh Hardani,saleh hardani,8,1.5,2.0,0.5,0.125,0.0
Iran,Arya Yousefi,arya yousefi,6,0.1667,1.3333,1.8333,0.6667,0.3333
Iran,Danial Iri,danial iri,1,0.0,0.0,0.0,0.0,0.0
Iran,Mehdi Torabi,mehdi torabi,8,0.375,0.5,0.625,0.125,0.0
Iran,Saman Ghoddos,saman ghoddos,32,0.4062,0.2812,0.25,0.0625,0.1562
Iran,Roozbeh Cheshmi,roozbeh cheshmi,6,0.0,0.3333,0.5,0.5,0.0
Iran,Mohammad Mohebbi,mohammad mohebbi,30,0.5333,1.2333,1.2333,0.5,0.1
Iran,Mohammad Ghorbani,mohammad ghorbani,9,1.2222,0.6667,0.7778,0.2222,0.1111
Iran,Amirmohammad Razzaghinia,amirmohammad razzaghinia,8,1.25,0.125,0.75,0.125,0.125
Iran,Mehdi Taremi,mehdi taremi,27,0.8889,0.963,2.1481,0.8889,0.037
Iran,Amirhossein Hosseinzadeh,amirhossein hosseinzadeh,9,0.6667,0.4444,2.3333,0.6667,0.1111
Iran,Dennis Dargahi,dennis dargahi,35,0.8571,0.9429,0.9143,0.2857,0.0571
Iraq,Jalal Hassan,jalal hassan,8,0.0,0.125,2.125,0.0,0.125
Iraq,Ahmed Basil,ahmed basil,5,0.0,0.0,2.6,0.0,0.0
Iraq,Rebin Sulaka,rebin sulaka,11,0.0,0.0,0.0,0.0,0.0
Iraq,Hussein Ali,hussein ali,27,0.037,0.1111,0.0,0.0,0.0
Iraq,Munaf Younus,munaf younus,8,0.5,0.25,0.125,0.0,0.0
Iraq,Mustafa Saadoon,mustafa saadoon,8,0.5,0.0,0.5,0.25,0.0
Iraq,Akam Hashim,akam hashim,8,0.375,1.0,0.75,0.125,0.0
Iraq,Zaid Tahseen,zaid tahseen,4,0.75,0.25,1.25,0.25,0.0
Iraq,Ibrahim Bayesh,ibrahim bayesh,12,1.8333,1.1667,0.75,0.3333,0.25
Iraq,Kevin Yakob,kevin yakob,30,0.9333,0.6333,1.3333,0.5667,0.0667
Iraq,Aimar Sher,aimar sher,9,1.0,2.4444,1.2222,0.5556,0.1111
Iraq,Zidane Iqbal,zidane iqbal,11,0.7273,0.8182,0.3636,0.1818,0.2727
Iraq,Aymen Hussein,aymen hussein,2,2.0,1.5,3.5,0.5,0.0
Iraq,Mohanad Ali,mohanad ali,8,0.75,0.375,3.0,1.0,0.25
Iraq,Ali Yousif,ali yousif,10,0.1,0.2,0.4,0.1,0.0
Iraq,Ali Jasim,ali jasim,25,0.72,0.64,1.72,0.72,0.04
Iraq,Ahmed Qasim,ahmed qasim,14,1.1429,0.7857,0.7143,0.4286,0.2143
Iraq,Youssef Amyn,youssef amyn,1,0.0,0.0,1.0,1.0,0.0
Iraq,Ali Al-Hamadi,ali al hamadi,14,0.7143,0.4286,0.7857,0.3571,0.0714
Ivory Coast,Yahia Fofana,yahia fofana,28,0.0357,0.0,1.5,0.0,0.0714
Ivory Coast,Mohamed Koné,mohamed kone,38,0.0,0.0,0.4737,0.0,0.0526
Ivory Coast,Evan Ndicka,evan ndicka,31,1.0323,1.129,0.7419,0.1935,0.1613
Ivory Coast,Christopher Operi,christopher operi,25,0.84,1.04,0.52,0.08,0.12
Ivory Coast,Ghislain Konan,ghislain konan,30,0.7333,0.8667,0.5667,0.2,0.1667
Ivory Coast,Odilon Kossounou,odilon kossounou,29,0.5517,0.1034,0.1724,0.0345,0.0345
Ivory Coast,Wilfried Singo,wilfried singo,23,0.8261,0.7826,0.5217,0.1304,0.1304
Ivory Coast,Emmanuel Agbadou,emmanuel agbadou,14,1.2857,0.3571,0.6429,0.2857,0.2857
Ivory Coast,Ousmane Diomande,ousmane diomande,23,1.2174,0.3478,0.4783,0.087,0.2174
Ivory Coast,Guela Doué,guela doue,24,1.75,1.0,0.5,0.2083,0.125
Ivory Coast,Seko Fofana,seko fofana,14,0.1429,0.2143,0.7143,0.2143,0.0714
Ivory Coast,Jean Michaël Seri,jean michael seri,5,1.2,0.4,0.8,0.2,0.2
Ivory Coast,Franck Kessié,franck kessie,26,1.3077,0.6154,1.2692,0.7308,0.1923
Ivory Coast,Ibrahim Sangaré,ibrahim sangare,31,1.3548,0.5806,0.5161,0.1613,0.1613
Ivory Coast,Parfait Guiagon,parfait guiagon,33,0.8485,1.9091,2.4242,0.6667,0.1818
Ivory Coast,Christ Inao Oulaï,christ inao oulai,25,1.56,1.96,0.92,0.28,0.36
Ivory Coast,Nicolas Pépé,nicolas pepe,38,0.6053,1.1316,1.6579,0.6579,0.1053
Ivory Coast,Evann Guessand,evann guessand,9,0.4444,1.0,0.4444,0.2222,0.0
Ivory Coast,Amad Diallo,amad diallo,32,0.7188,1.1875,1.6562,0.7188,0.0625
Ivory Coast,Ange-Yoan Bonny,ange yoan bonny,35,0.4857,0.6857,0.6286,0.2571,0.0286
Ivory Coast,Elye Wahi,elye wahi,14,1.5,0.3571,1.6429,1.0714,0.3571
Ivory Coast,Simon Adingra,simon adingra,14,0.5,0.5714,1.5714,0.4286,0.0
Ivory Coast,Oumar Diakité,oumar diakite,26,1.1154,0.8077,1.5,0.6923,0.1538
Ivory Coast,Bazoumana Touré,bazoumana toure,33,1.3333,0.8788,1.4545,0.3939,0.0606
Ivory Coast,Yan Diomande,yan diomande,33,0.5758,1.0303,1.6061,0.7879,0.0606
Japan,Keisuke Osako,keisuke osako,16,0.0,0.0,1.0625,0.0,0.0
Japan,Zion Suzuki,zion suzuki,23,0.0,0.0,1.2174,0.0,0.0435
Japan,Tomoki Hayakawa,tomoki hayakawa,17,0.0,0.0588,0.5294,0.0,0.0
Japan,Hiroki Ito,hiroki ito,21,0.4762,0.1429,0.4762,0.1429,0.0
Japan,Yuto Nagatomo,yuto nagatomo,9,1.2222,0.2222,0.5556,0.1111,0.1111
Japan,Shogo Taniguchi,shogo taniguchi,40,0.625,0.625,0.35,0.05,0.1
Japan,Takehiro Tomiyasu,takehiro tomiyasu,15,0.1333,0.2,0.0667,0.0,0.0
